Students_Count,Quantity_Prepared,Quantity_Sold,Food_Waste,Rating,Fact_ID,Food_ID,Weather_ID,Meal_ID,Date_ID,Revenue
294,114,55,59,4.2,2629,4,4,2,161,825
487,151,128,23,4.9,2630,6,2,1,130,11520
248,95,30,65,3.1,2631,5,2,1,192,600
422,127,80,47,4.9,2632,6,2,2,69,7200
196,84,29,55,3.8,2633,5,4,2,170,580
292,111,57,54,4.4,2634,2,6,2,54,1995
160,86,26,60,3.8,2635,9,2,2,345,780
511,133,86,47,4.5,2636,8,2,2,186,2150
428,158,131,27,3.6,2637,3,1,3,113,7860
288,115,55,60,4.9,2638,8,2,3,275,1375
363,126,81,45,4.5,2639,8,6,2,245,2025
353,111,56,55,4.5,2640,10,3,1,146,1400
582,183,182,1,4.2,2641,8,6,1,55,4550
259,109,47,62,4.0,2642,3,4,2,149,2820
565,158,133,25,3.5,2643,9,1,1,117,3990
150,79,21,58,4.6,2644,5,2,3,96,420
228,93,29,64,3.9,2645,2,2,1,270,1015
420,140,108,32,4.5,2646,5,4,2,309,2160
396,117,57,60,3.8,2647,4,4,1,88,855
572,143,109,34,4.0,2648,7,6,2,253,7630
544,171,167,4,4.9,2649,3,2,3,181,10020
505,181,178,3,4.2,2650,9,5,3,93,5340
427,130,85,45,3.4,2651,3,3,2,151,5100
509,146,121,25,3.8,2652,8,4,1,292,3025
595,152,127,25,3.4,2653,2,1,1,227,4445
439,132,90,42,3.5,2654,2,5,2,316,3150
541,173,173,0,4.7,2655,1,4,2,16,6920
471,165,153,12,3.8,2656,6,1,3,339,13770
443,138,100,38,3.0,2657,10,3,1,318,2500
501,153,126,27,4.4,2658,6,3,3,321,11340
291,122,77,45,4.0,2659,4,2,3,25,1155
386,137,98,39,4.9,2660,4,5,1,272,1470
525,174,169,5,4.6,2661,4,6,1,223,2535
298,116,58,58,4.3,2662,6,1,1,151,5220
317,129,76,53,3.3,2663,1,2,3,165,3040
353,130,79,51,3.0,2664,1,4,3,156,3160
423,135,99,36,3.4,2665,6,4,1,346,8910
434,131,84,47,4.3,2666,2,2,2,289,2940
466,134,98,36,4.5,2667,3,3,2,113,5880
362,112,58,54,4.6,2668,7,2,2,17,4060
258,105,53,52,4.4,2669,1,5,1,239,2120
332,104,45,59,3.8,2670,2,6,2,219,1575
542,171,169,2,4.3,2671,6,6,2,360,15210
441,162,141,21,4.3,2672,10,5,3,296,3525
362,118,69,49,4.5,2673,8,6,3,18,1725
174,94,32,62,4.9,2674,5,5,3,126,640
454,140,106,34,3.7,2675,2,5,1,290,3710
569,155,125,30,3.8,2676,4,1,2,14,1875
326,124,70,54,3.6,2677,7,3,1,80,4900
587,172,168,4,3.5,2678,8,2,1,109,4200
375,124,76,48,4.8,2679,6,5,2,117,6840
500,153,130,23,3.9,2680,6,4,2,318,11700
423,118,73,45,3.2,2681,3,5,1,351,4380
523,152,130,22,4.7,2682,7,1,3,13,9100
529,141,99,42,4.9,2683,1,5,1,47,3960
271,106,50,56,4.0,2684,10,6,2,330,1250
478,161,146,15,3.6,2685,9,6,3,109,4380
316,123,70,53,3.3,2686,9,2,3,292,2100
201,97,36,61,4.0,2687,7,1,1,243,2520
184,92,34,58,4.7,2688,10,5,1,159,850
456,150,119,31,3.5,2689,6,5,3,158,10710
332,123,74,49,4.5,2690,3,5,3,297,4440
210,95,38,57,3.9,2691,10,4,1,114,950
254,102,45,57,4.1,2692,2,5,3,173,1575
421,121,75,46,3.1,2693,5,5,1,44,1500
457,156,135,21,3.9,2694,9,5,1,270,4050
184,86,27,59,3.4,2695,9,1,1,151,810
244,95,30,65,3.9,2696,4,1,2,112,450
575,197,197,0,3.5,2697,7,6,3,329,13790
412,127,84,43,4.0,2698,5,6,1,353,1680
404,139,100,39,4.9,2699,4,5,3,352,1500
183,87,26,61,3.3,2700,2,1,3,328,910
342,112,55,57,3.1,2701,6,3,2,152,4950
554,144,112,32,4.2,2702,2,2,2,347,3920
445,161,148,13,4.4,2703,3,2,3,178,8880
426,140,100,40,4.8,2704,5,3,1,69,2000
349,122,79,43,4.3,2705,6,4,2,351,7110
374,133,91,42,3.7,2706,7,5,2,164,6370
536,175,175,0,3.2,2707,7,6,2,174,12250
223,98,40,58,4.5,2708,8,5,1,328,1000
569,165,149,16,4.3,2709,5,5,2,9,2980
157,86,23,63,4.9,2710,10,4,1,282,575
367,133,89,44,5.0,2711,3,1,3,28,5340
521,142,108,34,3.7,2712,8,2,1,273,2700
546,163,150,13,4.7,2713,5,2,2,16,3000
445,158,140,18,4.3,2714,7,2,3,262,9800
576,163,143,20,3.7,2715,8,5,2,274,3575
366,115,67,48,3.7,2716,4,6,2,127,1005
531,166,156,10,4.9,2717,7,6,2,176,10920
249,90,35,55,3.2,2718,7,5,2,239,2450
190,94,36,58,3.3,2719,2,2,1,90,1260
218,96,33,63,4.4,2720,6,3,3,274,2970
503,162,153,9,3.2,2721,1,3,2,145,6120
171,78,14,64,3.6,2722,5,4,2,154,280
185,82,28,54,3.8,2723,4,4,1,64,420
503,153,124,29,3.7,2724,3,4,1,143,7440
470,160,148,12,4.7,2725,1,4,1,299,5920
474,150,116,34,4.3,2726,7,4,1,136,8120
449,146,119,27,4.8,2727,3,1,3,149,7140
276,115,68,47,4.0,2728,6,1,3,103,6120
243,111,57,54,4.2,2729,10,1,3,211,1425
152,81,23,58,3.2,2730,4,1,3,155,345
568,159,135,24,4.2,2731,5,3,3,138,2700
474,157,143,14,4.3,2732,7,5,3,119,10010
171,82,26,56,4.1,2733,6,1,3,50,2340
259,94,34,60,3.4,2734,10,5,1,52,850
284,110,55,55,3.2,2735,5,3,2,237,1100
312,114,62,52,4.6,2736,2,2,1,187,2170
283,115,56,59,4.0,2737,4,6,3,135,840
382,133,89,44,3.2,2738,9,4,2,132,2670
425,123,74,49,3.2,2739,7,3,1,189,5180
478,155,138,17,3.8,2740,1,1,1,133,5520
253,102,49,53,4.0,2741,1,1,2,218,1960
255,99,45,54,3.7,2742,10,3,2,254,1125
259,106,50,56,3.0,2743,3,4,1,353,3000
517,158,132,26,4.9,2744,3,2,1,287,7920
572,184,177,7,4.1,2745,9,3,1,310,5310
285,116,57,59,4.3,2746,7,2,1,137,3990
462,140,98,42,3.0,2747,5,5,1,351,1960
178,88,34,54,4.4,2748,1,3,1,216,1360
231,104,43,61,4.7,2749,3,4,2,103,2580
468,129,87,42,4.8,2750,1,4,1,163,3480
388,127,79,48,5.0,2751,9,5,3,134,2370
243,96,38,58,4.7,2752,3,5,3,90,2280
157,77,12,65,3.2,2753,6,1,1,134,1080
248,100,36,64,4.4,2754,1,4,1,94,1440
156,80,24,56,3.3,2755,10,5,1,327,600
454,137,102,35,3.8,2756,1,1,1,188,4080
334,128,84,44,3.1,2757,2,5,1,98,2940
459,138,99,39,3.5,2758,10,1,3,148,2475
163,84,18,66,3.4,2759,1,1,2,43,720
237,90,32,58,4.6,2760,10,2,2,301,800
391,128,76,52,3.2,2761,9,5,1,33,2280
530,189,181,8,4.1,2762,6,1,3,290,16290
577,154,127,27,3.8,2763,10,5,1,260,3175
300,106,44,62,4.3,2764,6,2,1,192,3960
242,103,40,63,4.9,2765,7,5,1,79,2800
448,147,116,31,4.6,2766,1,4,2,131,4640
465,149,119,30,4.3,2767,4,2,1,288,1785
265,107,54,53,3.9,2768,5,5,3,362,1080
162,79,18,61,4.7,2769,9,6,2,50,540
329,104,41,63,3.2,2770,9,5,2,251,1230
424,124,74,50,4.1,2771,7,6,1,242,5180
525,145,113,32,3.9,2772,6,3,2,201,10170
214,90,24,66,4.8,2773,4,5,2,165,360
309,100,46,54,3.5,2774,6,4,2,221,4140
439,137,99,38,4.7,2775,5,2,2,162,1980
303,108,56,52,4.5,2776,4,2,1,130,840
461,153,133,20,3.7,2777,4,6,1,312,1995
287,109,47,62,4.0,2778,9,3,3,297,1410
420,126,74,52,3.3,2779,2,4,1,231,2590
235,100,46,54,3.3,2780,5,5,1,37,920
150,78,12,66,3.0,2781,7,2,3,79,840
556,173,173,0,3.2,2782,3,4,3,56,10380
416,121,65,56,3.8,2783,9,6,1,359,1950
588,170,169,1,4.3,2784,2,5,1,99,5915
253,105,50,55,3.1,2785,10,4,1,32,1250
303,120,75,45,4.8,2786,7,6,2,37,5250
348,116,65,51,4.6,2787,6,2,3,109,5850
500,147,110,37,4.4,2788,6,2,2,23,9900
199,92,35,57,4.2,2789,5,6,3,246,700
318,127,85,42,3.6,2790,6,6,3,34,7650
562,144,106,38,3.6,2791,6,6,1,303,9540
360,126,80,46,4.2,2792,4,5,3,211,1200
510,162,142,20,4.4,2793,2,4,3,287,4970
220,99,44,55,4.5,2794,9,1,1,215,1320
227,95,38,57,4.8,2795,9,2,2,295,1140
350,120,70,50,4.8,2796,8,2,1,344,1750
219,104,44,60,4.3,2797,7,1,3,337,3080
231,110,48,62,3.0,2798,6,5,3,51,4320
198,90,29,61,3.2,2799,2,6,1,175,1015
185,90,29,61,3.7,2800,4,6,2,93,435
208,96,32,64,3.4,2801,4,2,3,303,480
162,81,18,63,4.0,2802,4,2,3,30,270
195,84,20,64,4.1,2803,1,6,1,164,800
329,112,54,58,4.9,2804,5,2,3,176,1080
526,165,149,16,4.9,2805,10,4,1,226,3725
521,173,166,7,5.0,2806,4,5,3,268,2490
346,122,70,52,3.5,2807,6,2,1,135,6300
524,181,176,5,3.5,2808,3,4,3,338,10560
401,130,83,47,4.5,2809,5,1,3,184,1660
492,146,107,39,4.0,2810,10,5,1,169,2675
329,126,85,41,3.3,2811,4,3,2,135,1275
359,122,78,44,3.5,2812,10,3,2,171,1950
389,139,104,35,3.4,2813,10,2,3,183,2600
205,91,31,60,5.0,2814,4,3,1,79,465
310,107,48,59,4.5,2815,3,1,1,192,2880
206,88,32,56,3.9,2816,8,2,2,205,800
233,97,34,63,3.0,2817,7,4,2,290,2380
560,173,165,8,4.3,2818,6,1,2,179,14850
429,147,116,31,3.5,2819,3,6,3,276,6960
307,123,78,45,3.6,2820,3,5,3,302,4680
420,136,95,41,4.1,2821,5,3,1,154,1900
593,198,198,0,3.2,2822,6,5,3,201,17820
232,91,35,56,3.6,2823,5,4,1,285,700
210,84,27,57,4.5,2824,1,3,1,198,1080
571,163,153,10,4.5,2825,1,5,3,312,6120
179,84,29,55,3.4,2826,1,2,3,214,1160
573,160,148,12,3.6,2827,9,6,3,321,4440
393,117,68,49,4.0,2828,6,2,1,239,6120
540,139,105,34,3.2,2829,10,3,2,28,2625
539,180,175,5,3.2,2830,8,1,3,253,4375
570,193,184,9,4.3,2831,10,3,3,208,4600
324,115,66,49,3.2,2832,10,5,1,171,1650
420,134,85,49,3.9,2833,9,3,1,240,2550
516,138,98,40,3.2,2834,1,5,2,200,3920
206,98,35,63,3.3,2835,9,3,2,62,1050
600,158,139,19,4.5,2836,2,3,2,356,4865
323,113,58,55,4.1,2837,10,2,1,46,1450
558,168,165,3,4.1,2838,8,1,1,17,4125
166,89,32,57,4.7,2839,9,2,3,362,960
598,154,136,18,3.2,2840,3,1,1,182,8160
458,143,114,29,3.9,2841,4,3,1,250,1710
160,84,22,62,3.1,2842,10,4,2,241,550
275,109,48,61,3.2,2843,5,3,2,364,960
579,179,176,3,3.1,2844,5,4,2,106,3520
251,109,59,50,4.3,2845,3,1,1,193,3540
584,172,172,0,3.4,2846,6,2,1,268,15480
587,169,156,13,3.6,2847,9,1,3,13,4680
457,135,89,46,3.1,2848,4,2,2,17,1335
343,133,95,38,4.1,2849,5,4,3,103,1900
356,114,66,48,4.9,2850,6,6,2,161,5940
431,120,62,58,4.6,2851,6,2,1,45,5580
282,113,64,49,4.2,2852,4,5,3,76,960
391,122,78,44,4.8,2853,7,5,1,109,5460
544,175,171,4,4.6,2854,9,5,1,345,5130
340,118,64,54,3.7,2855,2,3,1,237,2240
540,157,141,16,3.8,2856,1,3,3,104,5640
372,141,103,38,4.5,2857,6,3,3,286,9270
333,106,50,56,3.4,2858,1,5,1,200,2000
335,131,87,44,4.1,2859,5,4,3,221,1740
490,137,97,40,3.6,2860,10,6,1,212,2425
547,151,118,33,4.7,2861,1,5,2,244,4720
493,144,112,32,3.3,2862,10,5,3,154,2800
356,121,72,49,4.7,2863,9,5,3,268,2160
369,119,71,48,4.8,2864,4,1,3,275,1065
394,141,101,40,4.5,2865,8,2,1,267,2525
504,167,154,13,4.8,2866,4,5,3,341,2310
577,161,148,13,4.4,2867,9,1,2,136,4440
351,111,60,51,3.7,2868,9,6,2,225,1800
153,82,29,53,4.2,2869,6,1,1,36,2610
445,165,152,13,4.2,2870,3,1,3,192,9120
547,160,146,14,4.5,2871,6,5,3,74,13140
527,168,159,9,3.7,2872,1,4,3,293,6360
450,142,112,30,4.1,2873,5,6,3,57,2240
257,100,38,62,3.4,2874,10,1,1,127,950
479,131,92,39,3.2,2875,8,5,1,189,2300
368,145,107,38,3.8,2876,10,6,3,142,2675
465,141,101,40,4.7,2877,8,3,3,31,2525
269,97,32,65,4.7,2878,9,5,2,27,960
449,123,69,54,4.5,2879,3,2,1,187,4140
198,92,30,62,4.0,2880,1,1,2,314,1200
429,134,97,37,3.0,2881,4,2,1,171,1455
249,107,53,54,3.0,2882,4,1,1,327,795
251,104,47,57,3.4,2883,2,2,3,10,1645
264,102,41,61,4.6,2884,2,5,3,216,1435
152,85,19,66,4.5,2885,9,6,1,89,570
230,95,38,57,3.4,2886,1,4,3,264,1520
386,141,105,36,3.4,2887,8,6,1,152,2625
210,89,23,66,3.6,2888,2,1,1,175,805
214,97,41,56,3.7,2889,1,4,3,358,1640
433,142,103,39,4.2,2890,8,3,3,351,2575
341,123,75,48,4.7,2891,2,5,2,30,2625
364,145,117,28,3.8,2892,1,3,3,16,4680
429,137,104,33,4.7,2893,1,2,1,339,4160
245,104,43,61,4.8,2894,8,5,1,321,1075
293,110,50,60,4.8,2895,1,1,2,110,2000
255,109,50,59,3.7,2896,3,2,1,310,3000
483,159,134,25,3.2,2897,7,4,1,42,9380
318,115,60,55,4.2,2898,6,6,3,115,5400
505,160,139,21,3.4,2899,6,2,2,245,12510
351,119,72,47,4.1,2900,3,5,3,69,4320
480,132,94,38,3.5,2901,9,2,2,243,2820
600,167,156,11,4.5,2902,8,6,1,218,3900
457,168,154,14,3.3,2903,2,6,3,185,5390
188,89,28,61,3.6,2904,3,4,3,337,1680
243,101,45,56,3.4,2905,4,3,1,254,675
557,161,146,15,3.2,2906,2,2,3,125,5110
340,108,51,57,4.7,2907,10,5,1,297,1275
227,96,31,65,4.8,2908,7,3,3,191,2170
467,141,110,31,3.5,2909,1,1,2,222,4400
231,93,28,65,3.5,2910,2,3,2,359,980
182,91,30,61,3.0,2911,5,1,1,210,600
518,169,157,12,3.6,2912,3,2,3,215,9420
585,185,183,2,4.3,2913,9,4,1,242,5490
214,103,41,62,4.9,2914,2,4,3,173,1435
512,160,143,17,4.6,2915,3,4,2,221,8580
304,110,54,56,4.0,2916,1,3,1,206,2160
256,102,46,56,3.9,2917,3,2,2,102,2760
179,89,31,58,4.3,2918,2,5,3,215,1085
416,150,124,26,3.4,2919,1,4,3,89,4960
508,137,103,34,3.3,2920,7,4,1,229,7210
396,135,89,46,4.7,2921,4,2,3,280,1335
191,88,23,65,3.3,2922,7,3,3,313,1610
423,141,108,33,4.9,2923,5,5,1,66,2160
378,116,68,48,3.5,2924,6,5,1,201,6120
196,85,23,62,3.2,2925,1,2,2,107,920
454,144,113,31,3.8,2926,8,2,2,314,2825
170,82,20,62,4.8,2927,10,5,2,351,500
334,108,52,56,4.7,2928,2,1,1,223,1820
517,135,99,36,3.2,2929,1,2,1,208,3960
540,143,105,38,4.7,2930,7,2,1,256,7350
263,106,48,58,4.9,2931,2,1,1,5,1680
398,124,72,52,3.8,2932,10,6,1,312,1800
575,185,185,0,3.3,2933,4,5,2,71,2775
515,134,90,44,3.5,2934,9,1,1,87,2700
366,132,91,41,3.3,2935,6,5,1,141,8190
255,93,37,56,4.9,2936,5,5,2,277,740
514,157,133,24,4.4,2937,6,5,3,299,11970
568,195,189,6,3.9,2938,6,1,3,61,17010
417,157,142,15,3.1,2939,4,4,3,142,2130
459,146,107,39,4.6,2940,6,1,1,220,9630
317,113,59,54,3.0,2941,10,1,1,349,1475
465,143,112,31,3.4,2942,2,6,3,175,3920
262,104,44,60,3.2,2943,9,4,3,336,1320
287,113,64,49,3.4,2944,3,4,1,337,3840
379,116,69,47,3.6,2945,6,6,2,61,6210
343,128,75,53,3.6,2946,3,5,3,46,4500
414,119,60,59,5.0,2947,3,4,1,200,3600
266,105,46,59,4.0,2948,7,3,2,99,3220
350,113,63,50,4.2,2949,5,3,1,209,1260
549,161,142,19,4.3,2950,2,5,1,124,4970
583,191,186,5,3.4,2951,10,3,3,265,4650
291,98,43,55,3.8,2952,6,5,2,214,3870
599,202,202,0,3.9,2953,7,4,3,229,14140
356,126,76,50,4.8,2954,3,6,3,169,4560
568,182,175,7,3.9,2955,7,6,2,175,12250
581,178,173,5,3.7,2956,2,2,1,119,6055
347,140,101,39,3.8,2957,9,5,3,101,3030
168,82,22,60,4.2,2958,7,2,1,349,1540
352,124,69,55,4.6,2959,1,4,1,246,2760
430,143,108,35,3.8,2960,5,2,2,240,2160
547,170,165,5,4.0,2961,6,2,2,294,14850
261,112,62,50,4.7,2962,7,3,3,144,4340
443,143,114,29,3.3,2963,3,1,3,161,6840
594,190,181,9,4.5,2964,2,3,2,165,6335
584,169,159,10,4.7,2965,7,5,2,11,11130
284,119,73,46,3.2,2966,1,3,3,331,2920
165,79,26,53,3.1,2967,10,4,2,341,650
445,149,125,24,4.2,2968,8,6,3,72,3125
191,88,29,59,3.3,2969,2,6,2,266,1015
545,155,137,18,4.8,2970,3,5,3,233,8220
571,150,124,26,3.6,2971,4,4,2,4,1860
424,149,114,35,4.3,2972,2,6,1,305,3990
501,148,116,32,4.6,2973,6,6,3,110,10440
163,81,20,61,4.6,2974,10,1,3,54,500
338,129,80,49,3.5,2975,1,1,1,95,3200
487,154,135,19,4.7,2976,6,2,2,353,12150
388,125,78,47,4.7,2977,5,6,2,169,1560
478,163,148,15,4.8,2978,4,1,3,359,2220
202,96,39,57,4.8,2979,1,4,2,312,1560
197,84,25,59,4.5,2980,9,1,1,162,750
456,157,129,28,3.9,2981,1,5,3,172,5160
412,132,95,37,4.9,2982,1,6,1,158,3800
355,132,88,44,4.1,2983,8,2,3,254,2200
581,191,182,9,4.3,2984,6,3,3,259,16380
414,157,131,26,4.3,2985,8,3,3,303,3275
195,89,29,60,4.9,2986,6,5,2,200,2610
347,127,79,48,3.8,2987,2,2,1,71,2765
421,125,71,54,3.9,2988,1,2,2,79,2840
249,95,32,63,3.7,2989,4,3,1,117,480
478,175,175,0,4.6,2990,8,4,3,321,4375
241,103,49,54,3.3,2991,5,5,1,235,980
260,103,41,62,4.9,2992,7,1,2,69,2870
154,85,25,60,4.6,2993,3,5,3,164,1500
462,125,82,43,3.6,2994,3,4,1,105,4920
582,160,142,18,3.4,2995,8,3,3,207,3550
535,182,182,0,4.9,2996,9,5,3,109,5460
597,184,183,1,4.1,2997,3,4,1,169,10980
381,136,92,44,4.9,2998,2,1,3,231,3220
251,105,47,58,3.8,2999,8,2,3,179,1175
420,136,91,45,3.7,3000,2,4,2,142,3185
587,151,117,34,4.9,3001,10,6,2,308,2925
348,131,89,42,4.2,3002,9,2,2,198,2670
353,141,106,35,4.2,3003,4,5,3,15,1590
343,120,74,46,4.2,3004,7,6,1,266,5180
314,121,70,51,4.1,3005,3,3,1,260,4200
380,122,77,45,3.9,3006,10,6,2,142,1925
280,96,43,53,4.6,3007,3,6,1,272,2580
317,124,78,46,3.2,3008,5,2,1,9,1560
165,84,18,66,4.3,3009,1,2,3,80,720
354,132,86,46,4.5,3010,10,2,2,111,2150
595,156,128,28,3.0,3011,1,1,1,7,5120
314,104,49,55,4.2,3012,10,5,2,22,1225
576,156,138,18,4.6,3013,7,3,2,16,9660
155,75,12,63,3.5,3014,6,1,1,101,1080
398,132,94,38,3.2,3015,2,4,1,354,3290
355,124,82,42,3.7,3016,2,2,2,173,2870
193,84,18,66,3.9,3017,1,4,1,151,720
419,159,136,23,4.5,3018,5,4,3,204,2720
584,155,130,25,4.0,3019,6,5,2,259,11700
312,116,63,53,4.3,3020,8,2,2,342,1575
156,84,21,63,4.3,3021,5,5,3,11,420
181,85,27,58,4.5,3022,7,5,3,35,1890
505,154,131,23,4.0,3023,8,1,1,307,3275
247,111,62,49,5.0,3024,1,1,3,271,2480
431,156,134,22,3.9,3025,6,6,3,191,12060
362,117,59,58,4.8,3026,9,2,2,228,1770
361,129,86,43,3.1,3027,10,1,2,359,2150
502,134,97,37,3.5,3028,1,3,2,240,3880
453,132,88,44,3.4,3029,9,1,1,162,2640
566,163,148,15,3.7,3030,2,5,1,138,5180
314,107,56,51,4.2,3031,5,4,2,262,1120
458,167,152,15,4.3,3032,3,6,3,302,9120
295,117,70,47,3.0,3033,1,2,1,288,2800
210,104,52,52,3.5,3034,6,3,3,335,4680
241,101,45,56,3.8,3035,8,2,2,153,1125
272,112,59,53,4.1,3036,1,3,2,40,2360
487,146,113,33,3.3,3037,1,1,3,71,4520
345,133,86,47,4.7,3038,5,4,3,101,1720
217,105,50,55,5.0,3039,4,2,3,110,750
407,149,126,23,3.9,3040,1,6,3,50,5040
435,140,95,45,5.0,3041,2,1,2,145,3325
197,94,29,65,3.2,3042,2,3,2,231,1015
343,114,57,57,4.1,3043,4,2,1,269,855
233,91,25,66,3.2,3044,7,1,1,12,1750
301,109,52,57,3.5,3045,1,1,3,365,2080
393,124,72,52,3.6,3046,1,4,2,91,2880
497,165,149,16,3.2,3047,9,6,1,101,4470
531,178,178,0,3.5,3048,4,5,3,60,2670
217,94,39,55,4.5,3049,4,1,3,235,585
268,108,46,62,4.5,3050,7,2,1,207,3220
341,105,47,58,4.0,3051,8,4,1,272,1175
351,126,74,52,3.9,3052,1,2,3,158,2960
216,100,41,59,3.5,3053,1,6,3,37,1640
450,152,128,24,3.1,3054,9,2,2,37,3840
562,168,155,13,3.7,3055,1,6,1,231,6200
323,121,70,51,4.5,3056,6,2,2,339,6300
337,127,86,41,3.4,3057,2,2,3,314,3010
469,127,86,41,4.9,3058,1,3,1,322,3440
488,171,170,1,4.2,3059,6,4,3,310,15300
296,113,57,56,3.5,3060,7,3,1,13,3990
158,84,26,58,3.8,3061,9,6,1,295,780
258,113,58,55,5.0,3062,9,4,3,253,1740
556,146,114,32,4.2,3063,2,3,1,86,3990
344,139,100,39,3.2,3064,4,2,3,81,1500
427,133,88,45,3.9,3065,6,1,1,363,7920
357,113,64,49,5.0,3066,4,2,1,1,960
163,88,31,57,3.0,3067,7,5,2,338,2170
366,118,59,59,3.7,3068,5,1,1,143,1180
341,111,51,60,3.4,3069,1,2,2,143,2040
376,122,71,51,4.9,3070,6,3,3,206,6390
498,152,124,28,4.4,3071,5,4,1,338,2480
538,154,135,19,4.9,3072,5,3,2,6,2700
369,134,93,41,3.5,3073,3,4,2,201,5580
403,127,73,54,3.7,3074,2,4,2,257,2555
274,111,62,49,4.5,3075,8,3,1,200,1550
588,185,178,7,3.1,3076,3,2,3,229,10680
273,118,61,57,4.4,3077,10,2,3,160,1525
258,95,42,53,3.8,3078,10,6,2,152,1050
594,160,148,12,3.3,3079,8,6,1,268,3700
466,146,114,32,3.9,3080,4,6,3,137,1710
264,105,41,64,3.3,3081,8,3,2,110,1025
444,145,105,40,3.1,3082,1,5,1,38,4200
539,149,116,33,4.9,3083,3,5,1,316,6960
459,155,125,30,4.6,3084,5,6,2,92,2500
591,198,198,0,3.7,3085,7,5,3,355,13860
315,105,45,60,3.2,3086,10,1,1,61,1125
553,148,113,35,3.4,3087,4,1,2,99,1695
215,92,29,63,3.4,3088,8,4,2,89,725
508,160,140,20,4.5,3089,9,5,3,168,4200
256,99,39,60,4.6,3090,1,3,3,62,1560
236,90,28,62,3.2,3091,7,3,2,199,1960
555,170,160,10,4.8,3092,10,3,2,197,4000
392,126,77,49,3.3,3093,4,1,1,218,1155
575,179,173,6,4.4,3094,4,2,1,314,2595
474,160,147,13,3.1,3095,7,4,2,210,10290
311,123,70,53,3.2,3096,6,3,3,274,6300
497,162,149,13,4.6,3097,2,4,2,361,5215
368,132,81,51,4.7,3098,9,5,2,258,2430
223,91,26,65,3.3,3099,3,4,2,47,1560
345,108,56,52,4.1,3100,6,2,2,44,5040
488,151,126,25,4.9,3101,5,5,2,105,2520
152,80,21,59,3.9,3102,1,6,3,244,840
248,107,48,59,3.3,3103,8,3,1,101,1200
353,127,84,43,4.0,3104,7,3,1,313,5880
222,93,37,56,4.1,3105,9,2,2,353,1110
486,131,88,43,3.1,3106,7,3,1,355,6160
507,154,128,26,3.8,3107,3,3,1,101,7680
456,137,102,35,4.4,3108,2,3,2,200,3570
469,144,114,30,4.1,3109,10,4,3,165,2850
228,100,35,65,4.7,3110,10,5,2,99,875
363,119,61,58,3.2,3111,8,5,2,323,1525
525,185,181,4,4.0,3112,7,4,3,257,12670
317,117,60,57,3.5,3113,7,4,3,281,4200
153,84,23,61,4.0,3114,1,5,3,136,920
299,106,48,58,3.8,3115,8,6,2,129,1200
228,107,48,59,3.1,3116,5,5,3,138,960
391,117,71,46,4.7,3117,2,1,2,353,2485
423,134,89,45,4.7,3118,4,1,2,356,1335
381,123,67,56,4.8,3119,5,2,1,91,1340
258,99,34,65,4.6,3120,8,3,3,177,850
426,120,71,49,4.6,3121,1,6,2,43,2840
258,103,44,59,4.3,3122,5,1,2,132,880
398,128,79,49,3.7,3123,2,3,3,306,2765
206,89,27,62,4.1,3124,6,5,2,286,2430
387,144,109,35,4.5,3125,1,5,3,177,4360
157,85,29,56,4.9,3126,9,3,3,343,870
322,113,58,55,3.0,3127,1,6,3,274,2320
225,105,42,63,3.7,3128,6,6,3,316,3780
320,116,69,47,3.0,3129,8,3,2,18,1725
170,89,29,60,4.3,3130,8,2,3,210,725
373,136,90,46,4.3,3131,9,4,3,240,2700
527,143,110,33,4.0,3132,4,1,2,330,1650
552,168,166,2,4.9,3133,7,3,2,130,11620
231,90,30,60,3.1,3134,4,2,2,17,450
342,118,65,53,4.7,3135,9,3,3,163,1950
200,92,32,60,3.8,3136,3,1,2,352,1920
340,117,65,52,3.3,3137,5,2,1,206,1300
570,174,173,1,4.2,3138,7,4,3,127,12110
270,115,58,57,4.3,3139,8,5,3,339,1450
407,156,129,27,3.5,3140,2,6,3,231,4515
168,81,19,62,4.7,3141,1,3,2,169,760
178,89,30,59,4.2,3142,10,3,2,229,750
471,155,131,24,3.4,3143,5,4,3,105,2620
426,146,118,28,3.4,3144,9,6,1,315,3540
448,139,94,45,4.1,3145,7,5,1,165,6580
461,142,112,30,4.1,3146,9,3,3,272,3360
412,133,83,50,4.7,3147,9,4,3,214,2490
354,113,58,55,4.4,3148,10,2,2,124,1450
164,85,27,58,4.8,3149,2,3,1,107,945
440,149,125,24,4.5,3150,8,3,1,2,3125
482,161,144,17,4.4,3151,1,1,1,53,5760
174,81,27,54,3.3,3152,5,1,1,47,540
433,127,84,43,4.0,3153,4,6,1,289,1260
461,133,88,45,3.1,3154,6,1,2,139,7920
411,153,133,20,4.5,3155,10,3,3,343,3325
331,104,47,57,3.9,3156,7,3,1,115,3290
201,87,21,66,4.4,3157,3,4,1,103,1260
333,125,79,46,4.2,3158,1,2,3,304,3160
513,135,91,44,5.0,3159,6,4,2,44,8190
189,85,25,60,4.9,3160,5,1,1,203,500
535,176,176,0,3.6,3161,5,2,2,259,3520
424,129,88,41,3.8,3162,4,1,1,265,1320
530,171,167,4,4.2,3163,5,5,2,151,3340
268,109,57,52,3.5,3164,8,3,1,203,1425
284,108,49,59,3.0,3165,6,4,2,126,4410
302,116,58,58,4.2,3166,4,2,3,354,870
