Date,Day,Meal_Time,Food_Item,Category,Students_Count,Quantity_Prepared,Quantity_Sold,Food_Waste,Price,Weather,Special_Event,Rating
2025-10-14,Tuesday,Lunch,Tea,Drinks,481,145,108,37,15,Sunny,Yes,3.1
2025-05-23,Friday,Evening,Cold Drink,Drinks,240,106,49,57,30,Rainy,Yes,4.6
2025-01-29,Wednesday,Breakfast,Pav Bhaji,Meals,458,155,131,24,70,Cloudy,Yes,4.8
2025-12-10,Wednesday,Evening,Samosa,Snacks,353,113,61,52,20,Rainy,Yes,4.5
2025-03-03,Monday,Evening,Idli,Breakfast,546,159,134,25,35,Rainy,No,3.5
2025-03-04,Tuesday,Lunch,Pav Bhaji,Meals,576,192,192,0,70,Rainy,No,3.5
2025-08-05,Tuesday,Breakfast,Vada Pav,Snacks,204,97,39,58,25,Sunny,Yes,3.8
2025-10-29,Wednesday,Breakfast,Coffee,Drinks,423,128,81,47,25,Cloudy,Yes,3.9
2025-05-07,Wednesday,Lunch,Vada Pav,Snacks,335,133,83,50,25,Cloudy,No,4.3
2025-11-07,Friday,Breakfast,Veg Sandwich,Snacks,503,141,103,38,40,Rainy,Yes,3.6
2025-12-25,Thursday,Lunch,Samosa,Snacks,423,141,104,37,20,Sunny,No,4.9
2025-05-11,Sunday,Lunch,Samosa,Snacks,571,166,151,15,20,Sunny,No,4.8
2025-11-20,Thursday,Lunch,Tea,Drinks,554,189,189,0,15,Sunny,No,4.6
2025-09-09,Tuesday,Lunch,Tea,Drinks,580,196,196,0,15,Cloudy,No,3.2
2025-03-24,Monday,Evening,Veg Thali,Meals,409,129,87,42,90,Sunny,No,4.6
2025-06-17,Tuesday,Lunch,Veg Sandwich,Snacks,540,176,176,0,40,Sunny,Yes,4.3
2025-01-02,Thursday,Lunch,Masala Dosa,Meals,471,158,133,25,60,Cloudy,No,3.3
2025-09-22,Monday,Evening,Vada Pav,Snacks,583,179,175,4,25,Rainy,No,3.9
2025-03-10,Monday,Lunch,Vada Pav,Snacks,501,173,167,6,25,Rainy,No,3.2
2025-07-08,Tuesday,Breakfast,Tea,Drinks,598,148,111,37,15,Cloudy,Yes,4.8
2025-11-28,Friday,Evening,Masala Dosa,Meals,195,85,32,53,60,Cloudy,Yes,3.3
2025-07-25,Friday,Evening,Tea,Drinks,457,127,78,49,15,Cloudy,Yes,3.3
2025-10-18,Saturday,Breakfast,Veg Sandwich,Snacks,517,163,150,13,40,Rainy,No,4.7
2025-09-11,Thursday,Breakfast,Masala Dosa,Meals,515,170,170,0,60,Sunny,Yes,4.6
2025-05-28,Wednesday,Evening,Coffee,Drinks,345,128,84,44,25,Sunny,No,3.4
2025-05-25,Sunday,Evening,Masala Dosa,Meals,364,130,79,51,60,Sunny,No,3.6
2025-05-15,Thursday,Breakfast,Idli,Breakfast,380,128,85,43,35,Sunny,No,3.9
2025-01-06,Monday,Lunch,Vada Pav,Snacks,596,192,192,0,25,Cloudy,No,3.8
2025-08-05,Tuesday,Evening,Idli,Breakfast,281,107,44,63,35,Sunny,Yes,3.7
2025-05-01,Thursday,Lunch,Pav Bhaji,Meals,460,136,97,39,70,Rainy,Yes,4.2
2025-06-04,Wednesday,Lunch,Pav Bhaji,Meals,217,100,39,61,70,Rainy,Yes,3.3
2025-09-10,Wednesday,Lunch,Coffee,Drinks,217,102,43,59,25,Sunny,No,3.3
2025-03-01,Saturday,Lunch,Veg Sandwich,Snacks,215,102,43,59,40,Cloudy,No,3.6
2025-05-15,Thursday,Evening,Veg Thali,Meals,414,144,109,35,90,Cloudy,No,4.5
2025-09-09,Tuesday,Breakfast,Cold Drink,Drinks,586,147,111,36,30,Rainy,No,3.1
2025-04-04,Friday,Breakfast,Coffee,Drinks,283,105,48,57,25,Sunny,No,3.1
2025-07-02,Wednesday,Evening,Cold Drink,Drinks,398,118,70,48,30,Cloudy,No,4.7
2025-03-05,Wednesday,Lunch,Samosa,Snacks,254,113,63,50,20,Cloudy,Yes,4.0
2025-05-20,Tuesday,Evening,Idli,Breakfast,258,102,46,56,35,Rainy,Yes,3.4
2025-02-09,Sunday,Breakfast,Coffee,Drinks,496,131,90,41,25,Sunny,No,5.0
2025-03-04,Tuesday,Lunch,Pav Bhaji,Meals,452,139,96,43,70,Sunny,No,3.9
2025-12-29,Monday,Evening,Coffee,Drinks,382,129,76,53,25,Rainy,No,3.7
2025-01-23,Thursday,Evening,Idli,Breakfast,381,117,58,59,35,Cloudy,Yes,4.6
2025-05-25,Sunday,Lunch,Veg Sandwich,Snacks,530,153,125,28,40,Sunny,No,3.4
2025-07-24,Thursday,Breakfast,Veg Sandwich,Snacks,586,162,146,16,40,Sunny,Yes,3.6
2025-12-01,Monday,Breakfast,Samosa,Snacks,302,115,59,56,20,Cloudy,No,4.8
2025-11-05,Wednesday,Breakfast,Pav Bhaji,Meals,490,148,118,30,70,Sunny,No,3.9
2025-07-18,Friday,Lunch,Veg Thali,Meals,438,135,92,43,90,Rainy,No,4.6
2025-11-11,Tuesday,Breakfast,Tea,Drinks,472,128,80,48,15,Cloudy,Yes,4.9
2025-12-13,Saturday,Breakfast,Vada Pav,Snacks,403,124,74,50,25,Rainy,Yes,3.2
2025-09-02,Tuesday,Lunch,Vada Pav,Snacks,215,103,47,56,25,Rainy,No,3.9
2025-10-19,Sunday,Breakfast,Cold Drink,Drinks,189,87,27,60,30,Sunny,Yes,3.2
2025-12-05,Friday,Evening,Idli,Breakfast,566,152,120,32,35,Cloudy,No,4.5
2025-01-09,Thursday,Breakfast,Coffee,Drinks,241,89,29,60,25,Sunny,No,4.8
2025-06-02,Monday,Lunch,Idli,Breakfast,520,171,165,6,35,Cloudy,No,3.7
2025-04-06,Sunday,Breakfast,Vada Pav,Snacks,190,93,28,65,25,Rainy,No,3.9
2025-01-10,Friday,Breakfast,Tea,Drinks,209,94,35,59,15,Sunny,Yes,4.4
2025-12-03,Wednesday,Evening,Idli,Breakfast,521,158,141,17,35,Cloudy,No,3.7
2025-12-11,Thursday,Evening,Tea,Drinks,561,146,107,39,15,Cloudy,Yes,3.4
2025-01-09,Thursday,Evening,Masala Dosa,Meals,589,166,152,14,60,Sunny,Yes,4.3
2025-08-12,Tuesday,Evening,Cold Drink,Drinks,247,104,42,62,30,Sunny,No,3.9
2025-01-12,Sunday,Breakfast,Vada Pav,Snacks,228,103,46,57,25,Rainy,No,3.0
2025-08-19,Tuesday,Evening,Masala Dosa,Meals,253,92,25,67,60,Cloudy,No,3.2
2025-08-10,Sunday,Lunch,Coffee,Drinks,527,150,121,29,25,Rainy,No,4.0
2025-10-30,Thursday,Evening,Idli,Breakfast,497,157,137,20,35,Cloudy,Yes,3.0
2025-10-23,Thursday,Lunch,Cold Drink,Drinks,182,96,31,65,30,Cloudy,No,4.0
2025-11-27,Thursday,Lunch,Coffee,Drinks,507,151,128,23,25,Cloudy,Yes,3.4
2025-06-26,Thursday,Lunch,Masala Dosa,Meals,409,154,137,17,60,Sunny,No,4.7
2025-12-03,Wednesday,Lunch,Vada Pav,Snacks,300,127,87,40,25,Rainy,No,4.9
2025-12-01,Monday,Evening,Pav Bhaji,Meals,557,166,153,13,70,Cloudy,Yes,4.4
2025-02-14,Friday,Evening,Coffee,Drinks,216,87,28,59,25,Sunny,Yes,3.2
2025-08-01,Friday,Lunch,Veg Thali,Meals,270,120,68,52,90,Sunny,Yes,4.8
2025-07-02,Wednesday,Evening,Vada Pav,Snacks,239,103,43,60,25,Rainy,Yes,3.9
2025-11-13,Thursday,Breakfast,Samosa,Snacks,437,129,82,47,20,Sunny,No,4.6
2025-01-24,Friday,Evening,Veg Thali,Meals,227,98,40,58,90,Rainy,Yes,4.6
2025-02-26,Wednesday,Breakfast,Idli,Breakfast,462,142,102,40,35,Sunny,Yes,4.3
2025-04-16,Wednesday,Lunch,Vada Pav,Snacks,522,177,175,2,25,Cloudy,No,4.5
2025-02-20,Thursday,Breakfast,Pav Bhaji,Meals,321,122,72,50,70,Sunny,Yes,4.9
2025-01-04,Saturday,Breakfast,Coffee,Drinks,324,104,45,59,25,Cloudy,Yes,4.4
2025-08-01,Friday,Lunch,Masala Dosa,Meals,227,105,44,61,60,Rainy,No,4.6
2025-07-31,Thursday,Lunch,Coffee,Drinks,586,201,198,3,25,Rainy,No,3.3
2025-01-06,Monday,Evening,Cold Drink,Drinks,185,84,30,54,30,Sunny,No,3.3
2025-02-01,Saturday,Lunch,Veg Sandwich,Snacks,488,174,165,9,40,Rainy,Yes,5.0
2025-12-05,Friday,Evening,Veg Thali,Meals,364,128,80,48,90,Cloudy,No,4.8
2025-01-05,Sunday,Lunch,Cold Drink,Drinks,462,152,122,30,30,Sunny,No,4.8
2025-11-16,Sunday,Evening,Coffee,Drinks,507,161,143,18,25,Cloudy,No,3.2
2025-10-03,Friday,Lunch,Tea,Drinks,521,168,161,7,15,Rainy,Yes,3.6
2025-02-17,Monday,Evening,Cold Drink,Drinks,309,117,60,57,30,Rainy,No,3.0
2025-10-04,Saturday,Evening,Veg Thali,Meals,273,114,54,60,90,Cloudy,No,4.5
2025-07-10,Thursday,Lunch,Cold Drink,Drinks,331,130,80,50,30,Sunny,Yes,3.9
2025-10-21,Tuesday,Evening,Veg Sandwich,Snacks,382,135,95,40,40,Cloudy,Yes,4.1
2025-11-18,Tuesday,Evening,Cold Drink,Drinks,582,159,138,21,30,Rainy,Yes,4.3
2025-10-21,Tuesday,Evening,Vada Pav,Snacks,515,137,99,38,25,Cloudy,Yes,4.2
2025-07-04,Friday,Lunch,Samosa,Snacks,225,106,43,63,20,Rainy,No,3.2
2025-08-06,Wednesday,Breakfast,Coffee,Drinks,259,99,42,57,25,Cloudy,Yes,3.8
2025-10-14,Tuesday,Evening,Tea,Drinks,596,175,173,2,15,Cloudy,No,4.4
2025-09-08,Monday,Evening,Tea,Drinks,571,164,152,12,15,Sunny,Yes,4.4
2025-03-08,Saturday,Evening,Cold Drink,Drinks,591,176,174,2,30,Rainy,Yes,3.9
2025-03-22,Saturday,Evening,Pav Bhaji,Meals,210,85,24,61,70,Rainy,No,4.1
2025-01-21,Tuesday,Evening,Vada Pav,Snacks,210,99,38,61,25,Cloudy,No,3.6
2025-01-15,Wednesday,Breakfast,Vada Pav,Snacks,551,141,102,39,25,Rainy,No,4.8
2025-04-21,Monday,Breakfast,Coffee,Drinks,151,75,10,65,25,Sunny,No,3.8
2025-10-21,Tuesday,Lunch,Idli,Breakfast,381,135,97,38,35,Cloudy,No,4.7
2025-03-09,Sunday,Breakfast,Cold Drink,Drinks,475,150,118,32,30,Cloudy,No,4.7
2025-06-16,Monday,Breakfast,Idli,Breakfast,490,143,108,35,35,Rainy,No,3.7
2025-01-24,Friday,Evening,Coffee,Drinks,526,169,167,2,25,Cloudy,Yes,3.0
2025-11-19,Wednesday,Evening,Veg Thali,Meals,437,142,100,42,90,Rainy,Yes,3.4
2025-11-13,Thursday,Evening,Idli,Breakfast,537,167,159,8,35,Sunny,Yes,4.8
2025-03-03,Monday,Evening,Cold Drink,Drinks,242,103,42,61,30,Sunny,No,4.7
2025-10-24,Friday,Lunch,Samosa,Snacks,563,172,163,9,20,Rainy,No,4.0
2025-01-12,Sunday,Lunch,Tea,Drinks,242,110,53,57,15,Cloudy,Yes,3.8
2025-02-16,Sunday,Breakfast,Samosa,Snacks,427,124,72,52,20,Sunny,No,4.5
2025-03-20,Thursday,Lunch,Tea,Drinks,497,166,154,12,15,Sunny,Yes,3.4
2025-01-30,Thursday,Lunch,Tea,Drinks,200,93,32,61,15,Cloudy,Yes,3.5
2025-03-03,Monday,Breakfast,Masala Dosa,Meals,272,104,52,52,60,Rainy,Yes,4.0
2025-02-28,Friday,Lunch,Veg Sandwich,Snacks,312,110,47,63,40,Cloudy,No,3.8
2025-04-30,Wednesday,Breakfast,Veg Thali,Meals,433,128,83,45,90,Rainy,Yes,4.3
2025-03-06,Thursday,Lunch,Idli,Breakfast,358,139,102,37,35,Cloudy,Yes,3.4
2025-03-14,Friday,Lunch,Cold Drink,Drinks,236,111,57,54,30,Sunny,No,3.9
2025-01-01,Wednesday,Lunch,Idli,Breakfast,298,105,48,57,35,Rainy,Yes,3.5
2025-05-09,Friday,Evening,Tea,Drinks,329,117,66,51,15,Rainy,Yes,3.6
2025-03-24,Monday,Evening,Cold Drink,Drinks,438,124,79,45,30,Sunny,No,3.2
2025-03-13,Thursday,Evening,Cold Drink,Drinks,293,111,61,50,30,Cloudy,Yes,3.6
2025-12-16,Tuesday,Lunch,Veg Thali,Meals,535,161,148,13,90,Rainy,No,5.0
2025-06-24,Tuesday,Breakfast,Coffee,Drinks,456,155,127,28,25,Cloudy,Yes,4.3
2025-01-02,Thursday,Evening,Coffee,Drinks,152,79,24,55,25,Sunny,Yes,4.4
2025-07-21,Monday,Evening,Samosa,Snacks,553,162,153,9,20,Rainy,Yes,4.6
2025-08-16,Saturday,Evening,Samosa,Snacks,330,113,65,48,20,Cloudy,No,4.5
2025-12-23,Tuesday,Breakfast,Samosa,Snacks,386,125,73,52,20,Cloudy,Yes,4.5
2025-05-24,Saturday,Evening,Pav Bhaji,Meals,248,105,44,61,70,Sunny,No,3.5
2025-09-10,Wednesday,Lunch,Veg Sandwich,Snacks,293,105,54,51,40,Cloudy,Yes,4.3
2025-02-26,Wednesday,Lunch,Idli,Breakfast,406,142,110,32,35,Cloudy,Yes,4.5
2025-12-11,Thursday,Evening,Idli,Breakfast,439,140,107,33,35,Sunny,Yes,3.1
2025-05-13,Tuesday,Evening,Masala Dosa,Meals,417,123,77,46,60,Rainy,No,3.0
2025-12-21,Sunday,Evening,Cold Drink,Drinks,464,125,76,49,30,Cloudy,No,4.3
2025-11-29,Saturday,Breakfast,Pav Bhaji,Meals,371,113,60,53,70,Cloudy,No,3.9
2025-07-05,Saturday,Evening,Veg Sandwich,Snacks,519,145,111,34,40,Sunny,Yes,4.1
2025-06-11,Wednesday,Breakfast,Tea,Drinks,249,106,55,51,15,Cloudy,Yes,3.1
2025-04-26,Saturday,Evening,Tea,Drinks,188,82,20,62,15,Sunny,Yes,3.1
2025-11-17,Monday,Breakfast,Veg Sandwich,Snacks,395,131,90,41,40,Cloudy,Yes,4.9
2025-05-09,Friday,Breakfast,Samosa,Snacks,392,138,105,33,20,Sunny,No,3.7
2025-05-02,Friday,Breakfast,Idli,Breakfast,467,147,119,28,35,Cloudy,Yes,3.2
2025-02-01,Saturday,Breakfast,Tea,Drinks,310,118,59,59,15,Rainy,Yes,4.8
2025-08-15,Friday,Breakfast,Veg Thali,Meals,462,127,83,44,90,Rainy,No,3.1
2025-01-27,Monday,Lunch,Tea,Drinks,355,122,75,47,15,Sunny,No,4.6
2025-11-16,Sunday,Breakfast,Coffee,Drinks,346,129,85,44,25,Cloudy,No,3.2
2025-11-30,Sunday,Evening,Veg Sandwich,Snacks,382,128,76,52,40,Rainy,No,3.2
2025-11-01,Saturday,Evening,Samosa,Snacks,453,145,109,36,20,Sunny,Yes,3.7
2025-09-04,Thursday,Evening,Idli,Breakfast,377,115,54,61,35,Sunny,Yes,3.1
2025-06-09,Monday,Evening,Tea,Drinks,412,126,80,46,15,Rainy,No,4.6
2025-03-17,Monday,Lunch,Veg Thali,Meals,458,148,111,37,90,Cloudy,No,4.0
2025-12-03,Wednesday,Evening,Vada Pav,Snacks,179,84,21,63,25,Sunny,Yes,5.0
2025-11-24,Monday,Breakfast,Samosa,Snacks,324,119,68,51,20,Sunny,No,4.2
2025-06-19,Thursday,Evening,Idli,Breakfast,321,112,52,60,35,Rainy,No,3.2
2025-01-22,Wednesday,Lunch,Masala Dosa,Meals,151,86,26,60,60,Rainy,Yes,4.2
2025-05-03,Saturday,Lunch,Pav Bhaji,Meals,563,164,146,18,70,Rainy,No,4.7
2025-01-04,Saturday,Lunch,Veg Sandwich,Snacks,187,92,28,64,40,Cloudy,Yes,3.6
2025-04-10,Thursday,Evening,Idli,Breakfast,541,177,171,6,35,Cloudy,Yes,3.4
2025-03-31,Monday,Breakfast,Veg Thali,Meals,518,167,154,13,90,Sunny,No,3.4
2025-01-12,Sunday,Breakfast,Veg Thali,Meals,201,88,34,54,90,Sunny,Yes,4.8
2025-06-23,Monday,Breakfast,Veg Thali,Meals,383,135,97,38,90,Sunny,No,3.3
2025-09-27,Saturday,Evening,Tea,Drinks,599,152,121,31,15,Rainy,Yes,4.6
2025-04-09,Wednesday,Evening,Tea,Drinks,505,154,134,20,15,Cloudy,No,3.5
2025-01-24,Friday,Evening,Idli,Breakfast,246,104,45,59,35,Rainy,No,3.5
2025-11-19,Wednesday,Lunch,Vada Pav,Snacks,585,168,155,13,25,Rainy,No,4.6
2025-12-06,Saturday,Evening,Samosa,Snacks,235,101,46,55,20,Rainy,No,4.5
2025-07-11,Friday,Lunch,Cold Drink,Drinks,387,143,109,34,30,Sunny,No,4.4
2025-09-11,Thursday,Lunch,Veg Thali,Meals,447,140,99,41,90,Cloudy,Yes,3.9
2025-05-01,Thursday,Lunch,Masala Dosa,Meals,306,120,75,45,60,Cloudy,No,3.7
2025-10-09,Thursday,Breakfast,Vada Pav,Snacks,534,154,128,26,25,Sunny,No,3.5
2025-01-22,Wednesday,Lunch,Cold Drink,Drinks,468,153,127,26,30,Cloudy,No,3.8
2025-09-12,Friday,Lunch,Veg Thali,Meals,345,126,75,51,90,Sunny,Yes,4.3
2025-07-03,Thursday,Breakfast,Veg Thali,Meals,581,178,172,6,90,Rainy,Yes,3.2
2025-02-06,Thursday,Lunch,Veg Sandwich,Snacks,429,136,94,42,40,Sunny,No,3.5
2025-12-16,Tuesday,Lunch,Masala Dosa,Meals,511,184,184,0,60,Rainy,Yes,4.4
2025-10-06,Monday,Lunch,Veg Sandwich,Snacks,544,185,185,0,40,Cloudy,No,5.0
2025-07-27,Sunday,Evening,Veg Sandwich,Snacks,391,138,96,42,40,Rainy,Yes,3.5
2025-04-18,Friday,Lunch,Masala Dosa,Meals,414,150,122,28,60,Rainy,No,3.7
2025-02-13,Thursday,Lunch,Masala Dosa,Meals,369,124,76,48,60,Rainy,No,4.7
2025-01-16,Thursday,Lunch,Vada Pav,Snacks,445,164,145,19,25,Sunny,No,4.0
2025-12-04,Thursday,Lunch,Pav Bhaji,Meals,265,113,58,55,70,Cloudy,No,4.5
2025-12-20,Saturday,Evening,Veg Thali,Meals,316,114,54,60,90,Rainy,Yes,4.8
2025-03-20,Thursday,Lunch,Idli,Breakfast,472,173,167,6,35,Rainy,No,4.9
2025-02-02,Sunday,Evening,Tea,Drinks,246,96,37,59,15,Cloudy,Yes,4.3
2025-06-05,Thursday,Breakfast,Vada Pav,Snacks,203,83,28,55,25,Rainy,Yes,4.2
2025-01-14,Tuesday,Breakfast,Masala Dosa,Meals,185,82,20,62,60,Cloudy,No,4.3
2025-02-05,Wednesday,Lunch,Veg Sandwich,Snacks,338,117,71,46,40,Rainy,Yes,4.8
2025-07-20,Sunday,Breakfast,Samosa,Snacks,216,92,27,65,20,Rainy,No,3.8
2025-04-16,Wednesday,Breakfast,Masala Dosa,Meals,308,103,48,55,60,Cloudy,No,4.9
2025-10-28,Tuesday,Breakfast,Cold Drink,Drinks,516,144,103,41,30,Rainy,No,5.0
2025-08-17,Sunday,Breakfast,Tea,Drinks,459,155,133,22,15,Sunny,No,3.9
2025-10-22,Wednesday,Breakfast,Samosa,Snacks,297,105,55,50,20,Rainy,No,4.4
2025-06-02,Monday,Lunch,Idli,Breakfast,571,167,161,6,35,Sunny,No,4.5
2025-08-23,Saturday,Lunch,Vada Pav,Snacks,507,160,135,25,25,Rainy,Yes,3.5
2025-03-22,Saturday,Lunch,Cold Drink,Drinks,299,121,75,46,30,Rainy,Yes,4.8
2025-09-10,Wednesday,Lunch,Cold Drink,Drinks,212,101,44,57,30,Cloudy,Yes,4.5
2025-06-16,Monday,Lunch,Coffee,Drinks,234,102,45,57,25,Cloudy,Yes,3.1
2025-11-24,Monday,Evening,Coffee,Drinks,345,128,81,47,25,Cloudy,No,3.1
2025-05-09,Friday,Breakfast,Vada Pav,Snacks,317,113,52,61,25,Rainy,No,3.2
2025-12-03,Wednesday,Breakfast,Coffee,Drinks,221,99,36,63,25,Cloudy,No,4.7
2025-11-07,Friday,Breakfast,Vada Pav,Snacks,300,102,47,55,25,Sunny,No,4.5
2025-12-13,Saturday,Lunch,Vada Pav,Snacks,375,126,72,54,25,Cloudy,Yes,4.8
2025-09-30,Tuesday,Breakfast,Coffee,Drinks,506,147,113,34,25,Sunny,Yes,3.9
2025-11-03,Monday,Breakfast,Veg Sandwich,Snacks,545,176,172,4,40,Cloudy,Yes,4.8
2025-04-13,Sunday,Breakfast,Veg Sandwich,Snacks,365,118,62,56,40,Sunny,Yes,4.4
2025-02-02,Sunday,Breakfast,Samosa,Snacks,558,170,159,11,20,Rainy,Yes,3.8
2025-02-25,Tuesday,Lunch,Pav Bhaji,Meals,437,152,127,25,70,Rainy,Yes,3.8
2025-08-08,Friday,Breakfast,Masala Dosa,Meals,259,98,32,66,60,Sunny,No,3.8
2025-06-11,Wednesday,Breakfast,Tea,Drinks,258,93,40,53,15,Cloudy,Yes,3.6
2025-11-16,Sunday,Lunch,Veg Sandwich,Snacks,184,88,31,57,40,Sunny,No,4.0
2025-02-22,Saturday,Evening,Cold Drink,Drinks,555,150,116,34,30,Rainy,Yes,4.2
2025-11-20,Thursday,Evening,Tea,Drinks,497,143,111,32,15,Rainy,Yes,4.5
2025-12-19,Friday,Lunch,Coffee,Drinks,184,92,35,57,25,Cloudy,Yes,3.9
2025-09-19,Friday,Evening,Masala Dosa,Meals,407,123,76,47,60,Rainy,Yes,4.5
2025-03-05,Wednesday,Lunch,Masala Dosa,Meals,527,173,164,9,60,Cloudy,Yes,3.3
2025-09-13,Saturday,Lunch,Masala Dosa,Meals,227,103,42,61,60,Cloudy,Yes,4.8
2025-11-03,Monday,Lunch,Pav Bhaji,Meals,218,101,48,53,70,Cloudy,No,3.1
2025-08-01,Friday,Evening,Veg Thali,Meals,534,170,164,6,90,Sunny,Yes,3.7
2025-04-16,Wednesday,Evening,Veg Sandwich,Snacks,490,151,124,27,40,Sunny,Yes,4.0
2025-04-04,Friday,Lunch,Veg Sandwich,Snacks,183,97,31,66,40,Cloudy,Yes,4.3
2025-03-14,Friday,Breakfast,Vada Pav,Snacks,196,85,20,65,25,Sunny,Yes,3.9
2025-08-28,Thursday,Lunch,Vada Pav,Snacks,519,163,152,11,25,Sunny,Yes,3.5
2025-05-27,Tuesday,Evening,Coffee,Drinks,475,157,137,20,25,Sunny,No,3.2
2025-07-04,Friday,Lunch,Tea,Drinks,235,101,45,56,15,Cloudy,No,4.5
2025-03-21,Friday,Lunch,Veg Sandwich,Snacks,540,185,185,0,40,Cloudy,No,4.8
2025-06-03,Tuesday,Evening,Cold Drink,Drinks,228,91,32,59,30,Rainy,Yes,3.6
2025-05-26,Monday,Lunch,Cold Drink,Drinks,460,147,120,27,30,Cloudy,Yes,3.9
2025-03-21,Friday,Breakfast,Veg Sandwich,Snacks,156,81,21,60,40,Rainy,No,4.9
2025-07-11,Friday,Lunch,Coffee,Drinks,307,116,57,59,25,Rainy,Yes,5.0
2025-03-05,Wednesday,Lunch,Idli,Breakfast,233,110,60,50,35,Sunny,No,4.8
2025-06-28,Saturday,Evening,Coffee,Drinks,475,151,128,23,25,Rainy,No,3.8
2025-08-06,Wednesday,Evening,Masala Dosa,Meals,274,113,57,56,60,Cloudy,Yes,4.3
2025-12-13,Saturday,Breakfast,Vada Pav,Snacks,283,116,58,58,25,Rainy,No,3.5
2025-11-05,Wednesday,Evening,Vada Pav,Snacks,156,82,22,60,25,Sunny,Yes,3.8
2025-10-28,Tuesday,Breakfast,Cold Drink,Drinks,246,105,45,60,30,Cloudy,Yes,4.4
2025-09-14,Sunday,Evening,Tea,Drinks,450,148,122,26,15,Cloudy,No,4.7
2025-02-25,Tuesday,Evening,Idli,Breakfast,547,149,117,32,35,Cloudy,Yes,4.9
2025-07-23,Wednesday,Evening,Veg Thali,Meals,153,74,10,64,90,Sunny,No,4.5
2025-08-02,Saturday,Evening,Tea,Drinks,485,135,91,44,15,Cloudy,No,3.4
2025-03-10,Monday,Breakfast,Coffee,Drinks,243,97,45,52,25,Rainy,Yes,3.4
2025-04-13,Sunday,Breakfast,Vada Pav,Snacks,564,183,183,0,25,Sunny,No,3.8
2025-11-17,Monday,Evening,Samosa,Snacks,594,150,116,34,20,Rainy,Yes,3.8
2025-05-22,Thursday,Breakfast,Pav Bhaji,Meals,165,82,26,56,70,Rainy,Yes,4.5
2025-01-05,Sunday,Breakfast,Veg Thali,Meals,534,140,104,36,90,Sunny,Yes,4.6
2025-07-12,Saturday,Evening,Cold Drink,Drinks,539,156,133,23,30,Cloudy,No,4.2
2025-06-22,Sunday,Lunch,Pav Bhaji,Meals,311,123,73,50,70,Sunny,No,4.2
2025-07-02,Wednesday,Lunch,Samosa,Snacks,151,86,22,64,20,Cloudy,No,3.1
2025-03-04,Tuesday,Evening,Veg Thali,Meals,508,149,123,26,90,Sunny,No,4.3
2025-09-01,Monday,Evening,Tea,Drinks,488,165,160,5,15,Sunny,Yes,3.6
2025-11-21,Friday,Lunch,Veg Sandwich,Snacks,563,184,178,6,40,Rainy,No,4.2
2025-07-24,Thursday,Evening,Idli,Breakfast,556,158,138,20,35,Sunny,No,5.0
2025-12-25,Thursday,Breakfast,Tea,Drinks,300,114,67,47,15,Rainy,Yes,4.0
2025-10-20,Monday,Evening,Cold Drink,Drinks,166,86,24,62,30,Sunny,No,4.7
2025-10-08,Wednesday,Lunch,Vada Pav,Snacks,378,139,97,42,25,Sunny,No,3.5
2025-03-29,Saturday,Evening,Samosa,Snacks,204,85,24,61,20,Cloudy,Yes,4.8
2025-05-24,Saturday,Breakfast,Veg Thali,Meals,490,154,131,23,90,Cloudy,Yes,4.3
2025-09-09,Tuesday,Breakfast,Pav Bhaji,Meals,596,175,172,3,70,Sunny,Yes,4.8
2025-07-15,Tuesday,Evening,Cold Drink,Drinks,588,155,126,29,30,Cloudy,Yes,3.6
2025-02-27,Thursday,Breakfast,Pav Bhaji,Meals,529,165,148,17,70,Rainy,Yes,4.1
2025-03-07,Friday,Lunch,Tea,Drinks,445,143,111,32,15,Rainy,Yes,4.1
2025-07-18,Friday,Lunch,Pav Bhaji,Meals,544,173,173,0,70,Cloudy,Yes,4.2
2025-02-24,Monday,Lunch,Veg Sandwich,Snacks,425,134,89,45,40,Cloudy,No,4.7
2025-09-13,Saturday,Evening,Coffee,Drinks,225,89,32,57,25,Rainy,No,4.7
2025-12-26,Friday,Breakfast,Idli,Breakfast,313,107,57,50,35,Cloudy,Yes,4.4
2025-09-02,Tuesday,Evening,Masala Dosa,Meals,403,117,69,48,60,Cloudy,No,3.7
2025-04-18,Friday,Evening,Masala Dosa,Meals,508,167,164,3,60,Rainy,Yes,3.4
2025-09-07,Sunday,Evening,Tea,Drinks,303,121,72,49,15,Rainy,Yes,3.8
2025-08-05,Tuesday,Evening,Coffee,Drinks,328,105,52,53,25,Cloudy,No,3.6
2025-12-23,Tuesday,Breakfast,Cold Drink,Drinks,351,115,67,48,30,Sunny,Yes,4.2
2025-01-28,Tuesday,Evening,Veg Thali,Meals,384,129,83,46,90,Rainy,Yes,4.4
2025-05-30,Friday,Breakfast,Masala Dosa,Meals,261,106,43,63,60,Rainy,Yes,3.7
2025-10-22,Wednesday,Breakfast,Vada Pav,Snacks,342,129,77,52,25,Cloudy,Yes,3.7
2025-08-31,Sunday,Breakfast,Veg Sandwich,Snacks,210,93,29,64,40,Rainy,No,4.3
2025-07-26,Saturday,Breakfast,Veg Sandwich,Snacks,210,91,36,55,40,Sunny,No,4.2
2025-03-30,Sunday,Evening,Tea,Drinks,547,170,170,0,15,Rainy,Yes,4.6
