Transaction_ID,Food_Item
1109,Cold Drink
1110,Tea
1111,Tea
1112,Vada Pav
1112,Cold Drink
1113,Veg Thali
1114,Vada Pav
1114,Cold Drink
1115,Masala Dosa
1115,Tea
1116,Cold Drink
1117,Samosa
1117,Tea
1117,Masala Dosa
1118,Cold Drink
1119,Cold Drink
1120,Tea
1121,Pav Bhaji
1121,Cold Drink
1122,Pav Bhaji
1123,Tea
1124,Veg Sandwich
1124,Cold Drink
1125,Veg Thali
1125,Coffee
1126,Cold Drink
1127,Idli
1128,Samosa
1128,Tea
1129,Cold Drink
1130,Veg Sandwich
1131,Idli
1132,Pav Bhaji
1133,Vada Pav
1133,Cold Drink
1134,Pav Bhaji
1135,Idli
1135,Tea
1136,Masala Dosa
1137,Coffee
1138,Vada Pav
1138,Cold Drink
1138,Masala Dosa
1139,Idli
1139,Tea
1140,Veg Sandwich
1140,Cold Drink
1141,Vada Pav
1141,Cold Drink
1141,Pav Bhaji
1142,Veg Sandwich
1142,Cold Drink
1143,Vada Pav
1144,Pav Bhaji
1145,Tea
1146,Pav Bhaji
1146,Cold Drink
1146,Vada Pav
1147,Tea
1148,Coffee
1149,Vada Pav
1150,Idli
1151,Idli
1152,Veg Thali
1152,Veg Sandwich
1153,Idli
1153,Tea
1154,Idli
1154,Tea
1155,Idli
1155,Tea
1156,Coffee
1156,Samosa
1157,Masala Dosa
1157,Tea
1158,Samosa
1159,Pav Bhaji
1159,Cold Drink
1160,Masala Dosa
1161,Samosa
1161,Coffee
1162,Tea
1163,Tea
1164,Tea
1165,Tea
1165,Coffee
1166,Idli
1167,Vada Pav
1167,Cold Drink
1168,Veg Sandwich
1168,Cold Drink
1169,Samosa
1169,Tea
1170,Vada Pav
1171,Samosa
1171,Tea
1172,Coffee
1173,Tea
1174,Vada Pav
1175,Veg Sandwich
1175,Cold Drink
1176,Masala Dosa
1176,Tea
1177,Cold Drink
1178,Veg Thali
1179,Samosa
1179,Tea
1180,Coffee
1180,Pav Bhaji
1181,Veg Sandwich
1181,Cold Drink
1182,Idli
1182,Tea
1182,Masala Dosa
1183,Vada Pav
1184,Coffee
1185,Veg Thali
1186,Coffee
1187,Veg Thali
1187,Cold Drink
1188,Tea
1189,Pav Bhaji
1189,Cold Drink
1189,Coffee
1190,Coffee
1191,Veg Thali
1192,Vada Pav
1193,Samosa
1193,Tea
1194,Tea
1195,Idli
1195,Tea
1196,Cold Drink
1197,Cold Drink
1198,Coffee
1199,Masala Dosa
1199,Tea
1199,Veg Sandwich
1200,Cold Drink
1201,Cold Drink
1202,Idli
1202,Tea
1203,Coffee
1203,Vada Pav
1204,Masala Dosa
1204,Tea
1205,Samosa
1206,Vada Pav
1207,Samosa
1207,Tea
1208,Cold Drink
1209,Veg Thali
1210,Veg Sandwich
1211,Cold Drink
1212,Samosa
1212,Tea
1212,Idli
1213,Idli
1214,Samosa
1214,Tea
1214,Veg Thali
1215,Cold Drink
1216,Tea
1217,Coffee
1218,Coffee
1218,Veg Thali
1219,Tea
1219,Idli
1220,Tea
1220,Pav Bhaji
1221,Masala Dosa
1221,Tea
1222,Veg Thali
1223,Veg Sandwich
1223,Cold Drink
1224,Veg Thali
1225,Coffee
1226,Samosa
1227,Veg Thali
1228,Coffee
1229,Pav Bhaji
1229,Cold Drink
1230,Samosa
1230,Tea
1231,Tea
1232,Cold Drink
1233,Veg Sandwich
1233,Cold Drink
1233,Veg Thali
1234,Cold Drink
1235,Cold Drink
1236,Veg Sandwich
1236,Cold Drink
1237,Masala Dosa
1238,Coffee
1238,Pav Bhaji
1239,Masala Dosa
1239,Tea
1240,Cold Drink
1241,Samosa
1241,Tea
1242,Coffee
1243,Vada Pav
1244,Cold Drink
1245,Vada Pav
1246,Samosa
1246,Tea
1247,Vada Pav
1248,Masala Dosa
1249,Masala Dosa
1249,Tea
1250,Veg Sandwich
1251,Veg Sandwich
1251,Cold Drink
1251,Vada Pav
1252,Idli
1253,Idli
1254,Veg Thali
1255,Tea
1256,Coffee
1257,Coffee
1258,Cold Drink
1259,Tea
1260,Veg Sandwich
1260,Cold Drink
1261,Pav Bhaji
1262,Veg Thali
1263,Samosa
1263,Tea
1264,Veg Thali
1265,Veg Thali
1266,Veg Thali
1266,Cold Drink
1267,Masala Dosa
1268,Idli
1268,Tea
1269,Vada Pav
1270,Veg Thali
1271,Tea
1272,Veg Sandwich
1272,Cold Drink
1273,Masala Dosa
1273,Tea
1274,Cold Drink
1275,Coffee
1276,Pav Bhaji
1276,Cold Drink
1277,Cold Drink
1277,Samosa
1278,Coffee
1278,Veg Thali
1279,Cold Drink
1280,Vada Pav
1281,Samosa
1281,Tea
1282,Veg Thali
1283,Pav Bhaji
1283,Cold Drink
1284,Coffee
1285,Coffee
1285,Idli
1286,Idli
1286,Masala Dosa
1287,Cold Drink
1287,Tea
1288,Cold Drink
1289,Veg Sandwich
1289,Masala Dosa
1290,Pav Bhaji
1290,Cold Drink
1291,Coffee
1291,Vada Pav
1292,Samosa
1292,Tea
1293,Vada Pav
1293,Cold Drink
1293,Coffee
1294,Veg Thali
1295,Vada Pav
1295,Cold Drink
1295,Samosa
1296,Vada Pav
1297,Tea
1298,Coffee
1299,Veg Sandwich
1299,Cold Drink
1300,Veg Sandwich
1301,Cold Drink
1301,Veg Sandwich
1302,Masala Dosa
1302,Tea
1303,Veg Thali
1303,Tea
1304,Cold Drink
1305,Vada Pav
1305,Cold Drink
1305,Veg Thali
1306,Coffee
1307,Idli
1307,Tea
1308,Vada Pav
1308,Cold Drink
1309,Pav Bhaji
1309,Tea
1310,Veg Sandwich
1310,Cold Drink
1311,Vada Pav
1311,Cold Drink
1312,Vada Pav
1312,Cold Drink
1313,Veg Sandwich
1313,Cold Drink
1314,Cold Drink
1315,Idli
1316,Veg Sandwich
1316,Cold Drink
1316,Coffee
1317,Tea
1317,Veg Thali
1318,Coffee
1319,Masala Dosa
1320,Veg Thali
1321,Samosa
1321,Tea
1322,Idli
1323,Samosa
1323,Tea
1324,Veg Thali
1324,Samosa
1325,Coffee
1325,Masala Dosa
1326,Veg Thali
1327,Masala Dosa
1327,Tea
1328,Vada Pav
1328,Cold Drink
1329,Masala Dosa
1330,Masala Dosa
1330,Tea
1331,Samosa
1332,Vada Pav
1333,Samosa
1333,Veg Thali
1334,Masala Dosa
1334,Tea
1335,Veg Thali
1336,Samosa
1337,Veg Thali
1338,Pav Bhaji
1338,Cold Drink
1338,Veg Sandwich
1339,Veg Sandwich
1340,Vada Pav
1340,Cold Drink
1341,Idli
1341,Tea
1342,Pav Bhaji
1342,Tea
1343,Tea
1344,Veg Thali
1345,Coffee
1346,Vada Pav
1346,Cold Drink
1347,Veg Sandwich
1348,Samosa
1348,Tea
1349,Idli
1349,Tea
1350,Pav Bhaji
1351,Vada Pav
1351,Cold Drink
1352,Tea
1353,Samosa
1353,Tea
1354,Cold Drink
1355,Idli
1356,Pav Bhaji
1356,Cold Drink
1357,Idli
1357,Tea
1358,Masala Dosa
1358,Tea
1359,Tea
1359,Cold Drink
1360,Idli
1360,Tea
1361,Vada Pav
1361,Cold Drink
1362,Coffee
1363,Samosa
1364,Pav Bhaji
1364,Masala Dosa
1365,Cold Drink
1366,Tea
1367,Samosa
1367,Tea
1368,Coffee
1369,Coffee
1370,Coffee
1371,Veg Sandwich
1371,Cold Drink
1372,Cold Drink
1373,Samosa
1374,Veg Thali
1375,Cold Drink
1376,Coffee
1377,Pav Bhaji
1378,Coffee
1379,Idli
1379,Tea
1380,Pav Bhaji
1380,Masala Dosa
1381,Veg Sandwich
1381,Cold Drink
1382,Veg Thali
1383,Pav Bhaji
1383,Vada Pav
1384,Coffee
1384,Tea
1385,Samosa
1385,Tea
1386,Tea
1387,Masala Dosa
1387,Tea
1388,Veg Sandwich
1389,Idli
1389,Tea
1390,Coffee
1391,Cold Drink
1391,Coffee
1392,Veg Sandwich
1392,Cold Drink
1392,Tea
1393,Idli
1393,Tea
1394,Vada Pav
1395,Samosa
1395,Tea
1396,Pav Bhaji
1396,Cold Drink
1397,Idli
1398,Veg Thali
1399,Pav Bhaji
1400,Vada Pav
1400,Cold Drink
1401,Cold Drink
1402,Cold Drink
1403,Cold Drink
1404,Masala Dosa
1404,Tea
1405,Pav Bhaji
1405,Vada Pav
1406,Cold Drink
1407,Pav Bhaji
1408,Cold Drink
1409,Idli
1410,Cold Drink
1411,Tea
1412,Cold Drink
1412,Tea
1413,Vada Pav
1413,Cold Drink
1413,Veg Thali
1414,Vada Pav
1415,Vada Pav
1416,Veg Thali
1417,Cold Drink
1417,Coffee
1418,Samosa
1418,Tea
1419,Cold Drink
1420,Cold Drink
1421,Cold Drink
1422,Veg Thali
1423,Veg Sandwich
1424,Pav Bhaji
1424,Veg Thali
1425,Masala Dosa
1425,Tea
1426,Coffee
1427,Pav Bhaji
1428,Idli
1428,Tea
1429,Masala Dosa
1429,Tea
1429,Samosa
1430,Vada Pav
1431,Samosa
1431,Tea
1432,Cold Drink
1433,Vada Pav
1433,Cold Drink
1434,Pav Bhaji
1434,Cold Drink
1435,Veg Sandwich
1435,Cold Drink
1436,Veg Sandwich
1437,Veg Thali
1438,Idli
1438,Tea
1438,Pav Bhaji
1439,Cold Drink
1440,Vada Pav
1440,Cold Drink
1441,Vada Pav
1441,Cold Drink
1442,Samosa
1442,Tea
1443,Pav Bhaji
1443,Cold Drink
1444,Idli
1444,Tea
1445,Veg Sandwich
1445,Cold Drink
1446,Masala Dosa
1447,Idli
1447,Tea
1447,Pav Bhaji
1448,Tea
1449,Samosa
1449,Tea
1450,Veg Thali
1450,Cold Drink
1451,Pav Bhaji
1451,Cold Drink
1452,Coffee
1452,Masala Dosa
1453,Pav Bhaji
1453,Cold Drink
1454,Vada Pav
1455,Cold Drink
1455,Samosa
1456,Masala Dosa
1457,Tea
1458,Masala Dosa
1458,Tea
1459,Tea
1460,Samosa
1460,Coffee
1461,Pav Bhaji
1461,Cold Drink
1461,Vada Pav
1462,Veg Thali
1463,Idli
1464,Tea
1465,Tea
1466,Veg Sandwich
1466,Cold Drink
1467,Idli
1467,Tea
1468,Veg Sandwich
1468,Cold Drink
1469,Samosa
1469,Tea
1470,Idli
1470,Tea
1471,Coffee
1472,Veg Sandwich
1472,Cold Drink
1473,Vada Pav
1474,Cold Drink
1475,Vada Pav
1475,Cold Drink
1476,Pav Bhaji
1476,Cold Drink
1477,Vada Pav
1477,Cold Drink
1477,Idli
1478,Tea
1479,Samosa
1479,Tea
1480,Pav Bhaji
1480,Cold Drink
1481,Cold Drink
1481,Vada Pav
1482,Masala Dosa
1482,Tea
1483,Samosa
1483,Tea
1484,Veg Sandwich
1485,Cold Drink
1486,Cold Drink
1486,Samosa
1487,Veg Thali
1487,Idli
1488,Coffee
1489,Pav Bhaji
1489,Cold Drink
1490,Samosa
1490,Tea
1490,Masala Dosa
1491,Pav Bhaji
1491,Cold Drink
1492,Veg Thali
1493,Vada Pav
1493,Cold Drink
1494,Pav Bhaji
1495,Masala Dosa
1496,Tea
1497,Pav Bhaji
1497,Cold Drink
1498,Coffee
1499,Pav Bhaji
1500,Samosa
1500,Tea
1501,Veg Thali
1502,Vada Pav
1502,Samosa
1503,Samosa
1504,Veg Sandwich
1505,Idli
1505,Tea
1505,Veg Thali
1506,Cold Drink
1507,Cold Drink
1508,Vada Pav
1508,Cold Drink
1509,Idli
1510,Coffee
1511,Samosa
1511,Tea
1512,Masala Dosa
1513,Idli
1514,Vada Pav
1514,Cold Drink
1514,Idli
1515,Vada Pav
1516,Pav Bhaji
1516,Cold Drink
1517,Masala Dosa
1517,Tea
1518,Veg Sandwich
1519,Pav Bhaji
1519,Cold Drink
1520,Veg Sandwich
1520,Cold Drink
1521,Samosa
1522,Veg Thali
1523,Veg Thali
1524,Idli
1524,Tea
1525,Pav Bhaji
1526,Samosa
1526,Tea
1527,Masala Dosa
1527,Tea
1528,Pav Bhaji
1528,Cold Drink
1529,Idli
1529,Tea
1530,Coffee
1530,Samosa
1531,Cold Drink
1532,Masala Dosa
1532,Tea
1532,Idli
1533,Samosa
1533,Tea
1534,Pav Bhaji
1535,Coffee
1536,Idli
1536,Tea
1537,Veg Sandwich
1537,Cold Drink
1537,Idli
1538,Vada Pav
1538,Cold Drink
1539,Idli
1539,Tea
1539,Vada Pav
1540,Cold Drink
1541,Idli
1542,Veg Thali
1543,Masala Dosa
1543,Tea
1544,Coffee
1544,Tea
1545,Idli
1545,Tea
1546,Vada Pav
1547,Vada Pav
1548,Coffee
1549,Samosa
1549,Tea
1550,Samosa
1550,Tea
1551,Cold Drink
1552,Vada Pav
1552,Idli
1553,Idli
1553,Tea
1554,Cold Drink
1555,Samosa
1555,Tea
1555,Idli
1556,Cold Drink
1557,Tea
1558,Pav Bhaji
1559,Tea
1560,Coffee
1561,Tea
1562,Idli
1562,Tea
1562,Coffee
1563,Masala Dosa
1563,Idli
1564,Cold Drink
1565,Masala Dosa
1565,Tea
1566,Veg Sandwich
1566,Cold Drink
1567,Tea
1568,Pav Bhaji
1568,Cold Drink
1568,Tea
1569,Idli
1569,Tea
1570,Tea
1571,Idli
1571,Tea
1572,Masala Dosa
1572,Tea
1573,Coffee
1573,Cold Drink
1574,Cold Drink
1575,Veg Thali
1576,Tea
1577,Samosa
1578,Vada Pav
1578,Cold Drink
1579,Pav Bhaji
1580,Veg Sandwich
1580,Cold Drink
1581,Veg Sandwich
1582,Coffee
1583,Tea
1583,Veg Thali
1584,Masala Dosa
1584,Tea
1585,Tea
1586,Tea
1587,Cold Drink
1588,Idli
1588,Tea
1589,Vada Pav
1590,Masala Dosa
1591,Cold Drink
1592,Veg Sandwich
1593,Masala Dosa
1593,Tea
1594,Pav Bhaji
1594,Cold Drink
1594,Vada Pav
1595,Samosa
1596,Pav Bhaji
1597,Masala Dosa
1597,Tea
1598,Samosa
1599,Cold Drink
1600,Pav Bhaji
1600,Cold Drink
1601,Masala Dosa
1601,Tea
1602,Idli
1602,Tea
1602,Cold Drink
1603,Samosa
1603,Tea
1604,Pav Bhaji
1605,Veg Thali
1606,Idli
1606,Tea
1607,Tea
1608,Masala Dosa
1609,Coffee
1610,Idli
1611,Veg Thali
1611,Masala Dosa
1612,Masala Dosa
1613,Pav Bhaji
1613,Cold Drink
1613,Veg Thali
1614,Masala Dosa
1614,Tea
1615,Pav Bhaji
1615,Cold Drink
1616,Coffee
1617,Masala Dosa
1618,Masala Dosa
1618,Tea
1619,Veg Thali
1620,Masala Dosa
1621,Pav Bhaji
1621,Cold Drink
1621,Samosa
1622,Coffee
1623,Cold Drink
1624,Coffee
1625,Pav Bhaji
1625,Cold Drink
1626,Idli
1627,Cold Drink
1628,Masala Dosa
1628,Cold Drink
1629,Tea
1630,Cold Drink
1630,Pav Bhaji
1631,Tea
1632,Vada Pav
1632,Cold Drink
1633,Coffee
1634,Veg Sandwich
1634,Cold Drink
1635,Idli
1635,Tea
1636,Veg Thali
1637,Masala Dosa
1637,Tea
1638,Pav Bhaji
1638,Cold Drink
1639,Masala Dosa
1639,Tea
1640,Pav Bhaji
1641,Vada Pav
1641,Cold Drink
1642,Masala Dosa
1643,Masala Dosa
1643,Tea
1644,Masala Dosa
1644,Tea
1645,Vada Pav
1645,Cold Drink
1645,Tea
1646,Coffee
1646,Cold Drink
1647,Cold Drink
1648,Coffee
1649,Cold Drink
1650,Veg Sandwich
1650,Cold Drink
1651,Veg Sandwich
1651,Cold Drink
1652,Samosa
1652,Tea
1653,Pav Bhaji
1653,Cold Drink
1654,Veg Thali
1655,Tea
1655,Idli
1656,Masala Dosa
1656,Tea
1657,Cold Drink
1657,Veg Thali
1658,Pav Bhaji
1658,Cold Drink
1659,Coffee
1660,Tea
1661,Coffee
1662,Vada Pav
1663,Pav Bhaji
1663,Cold Drink
1664,Tea
1665,Samosa
1665,Tea
1666,Pav Bhaji
1666,Cold Drink
1667,Veg Thali
1668,Tea
1669,Coffee
1670,Pav Bhaji
1671,Coffee
1672,Vada Pav
1672,Masala Dosa
1673,Veg Thali
1674,Samosa
1674,Tea
1675,Samosa
1675,Tea
1676,Cold Drink
1676,Tea
1677,Cold Drink
1678,Samosa
1678,Tea
1679,Samosa
1679,Tea
1680,Veg Thali
1681,Veg Thali
1682,Vada Pav
1682,Cold Drink
1683,Veg Sandwich
1683,Cold Drink
1684,Pav Bhaji
1685,Cold Drink
1686,Cold Drink
1687,Cold Drink
1687,Idli
1688,Coffee
1689,Idli
1689,Tea
1690,Cold Drink
1691,Pav Bhaji
1691,Cold Drink
1692,Samosa
1692,Tea
1693,Veg Thali
1693,Veg Sandwich
1694,Veg Sandwich
1694,Cold Drink
1695,Vada Pav
1695,Cold Drink
1696,Veg Sandwich
1697,Coffee
1698,Tea
1699,Idli
1699,Tea
1699,Pav Bhaji
1700,Masala Dosa
1700,Tea
1701,Tea
1702,Tea
1703,Masala Dosa
1703,Tea
1704,Masala Dosa
1704,Tea
1705,Idli
1706,Veg Thali
1707,Cold Drink
1708,Tea
1708,Samosa
1709,Vada Pav
1709,Cold Drink
1709,Coffee
1710,Idli
1710,Tea
1711,Coffee
1711,Veg Sandwich
1712,Vada Pav
1712,Cold Drink
1713,Vada Pav
1714,Vada Pav
1715,Masala Dosa
1715,Tea
1716,Pav Bhaji
1716,Cold Drink
1717,Coffee
1718,Coffee
1719,Veg Sandwich
1719,Cold Drink
1720,Vada Pav
1720,Cold Drink
1721,Samosa
1721,Tea
1721,Veg Thali
1722,Tea
1723,Samosa
1724,Tea
1725,Coffee
1726,Veg Sandwich
1726,Cold Drink
1727,Samosa
1727,Tea
1728,Coffee
1729,Veg Thali
1730,Vada Pav
1730,Cold Drink
1731,Cold Drink
1731,Coffee
1732,Veg Thali
1732,Veg Sandwich
1733,Masala Dosa
1734,Tea
1735,Vada Pav
1736,Tea
1737,Veg Sandwich
1738,Coffee
1739,Vada Pav
1739,Cold Drink
1740,Coffee
1740,Idli
1741,Pav Bhaji
1742,Veg Sandwich
1742,Cold Drink
1743,Cold Drink
1744,Vada Pav
1744,Cold Drink
1745,Cold Drink
1746,Pav Bhaji
1747,Masala Dosa
1747,Tea
1748,Vada Pav
1748,Cold Drink
1748,Coffee
1749,Cold Drink
1750,Coffee
1750,Vada Pav
1751,Cold Drink
1752,Coffee
1753,Idli
1754,Samosa
1754,Tea
1755,Veg Thali
1756,Coffee
1756,Cold Drink
1757,Tea
1758,Veg Sandwich
1758,Cold Drink
1759,Idli
1759,Tea
1760,Cold Drink
1761,Masala Dosa
1761,Tea
1762,Cold Drink
1762,Veg Thali
1763,Pav Bhaji
1763,Cold Drink
1764,Samosa
1764,Tea
1764,Vada Pav
1765,Vada Pav
1766,Coffee
1766,Veg Sandwich
1767,Idli
1768,Coffee
1769,Idli
1769,Tea
1770,Idli
1770,Masala Dosa
1771,Coffee
1772,Samosa
1772,Tea
1773,Pav Bhaji
1774,Tea
1775,Veg Sandwich
1776,Veg Sandwich
1777,Samosa
1778,Samosa
1778,Tea
1779,Tea
1779,Cold Drink
1780,Masala Dosa
1780,Tea
1781,Cold Drink
1782,Tea
1783,Idli
1783,Tea
1784,Tea
1785,Vada Pav
1786,Cold Drink
1787,Vada Pav
1787,Cold Drink
1788,Pav Bhaji
1789,Pav Bhaji
1790,Tea
1791,Pav Bhaji
1792,Masala Dosa
1792,Tea
1793,Veg Thali
1794,Coffee
1795,Tea
1795,Veg Sandwich
1796,Veg Thali
1797,Cold Drink
1797,Veg Thali
1798,Veg Sandwich
1798,Cold Drink
1799,Pav Bhaji
1799,Cold Drink
1800,Veg Thali
1801,Cold Drink
1802,Idli
1802,Tea
1802,Pav Bhaji
1803,Vada Pav
1803,Cold Drink
1804,Idli
1804,Tea
1805,Veg Thali
1805,Tea
1806,Idli
1807,Pav Bhaji
1807,Idli
1808,Samosa
1808,Tea
1809,Idli
1809,Tea
1810,Pav Bhaji
1810,Cold Drink
1811,Tea
1812,Samosa
1813,Idli
1814,Tea
1814,Cold Drink
1815,Veg Sandwich
1815,Cold Drink
1816,Pav Bhaji
1816,Cold Drink
1817,Veg Sandwich
1818,Coffee
1819,Idli
1819,Tea
1820,Veg Thali
1821,Vada Pav
1821,Cold Drink
1821,Idli
1822,Veg Sandwich
1822,Cold Drink
1823,Tea
1824,Vada Pav
1825,Masala Dosa
1825,Tea
1826,Masala Dosa
1826,Tea
1827,Cold Drink
1828,Samosa
1828,Tea
1829,Idli
1829,Tea
1830,Tea
1831,Masala Dosa
1831,Tea
1832,Veg Sandwich
1832,Pav Bhaji
1833,Idli
1834,Idli
1834,Tea
1834,Masala Dosa
1835,Masala Dosa
1835,Samosa
1836,Samosa
1837,Idli
1838,Veg Thali
1838,Samosa
1839,Veg Thali
1840,Veg Sandwich
1840,Cold Drink
1841,Masala Dosa
1841,Tea
1842,Veg Thali
1843,Idli
1843,Veg Sandwich
1844,Tea
1845,Cold Drink
1845,Vada Pav
1846,Veg Sandwich
1846,Cold Drink
1847,Idli
1847,Tea
1848,Veg Sandwich
1848,Cold Drink
1849,Pav Bhaji
1849,Tea
1850,Masala Dosa
1851,Samosa
1852,Idli
1852,Tea
1852,Cold Drink
1853,Coffee
1854,Veg Sandwich
1854,Cold Drink
1855,Veg Thali
1856,Tea
1857,Veg Sandwich
1857,Cold Drink
1858,Veg Thali
1859,Cold Drink
1860,Veg Sandwich
1860,Cold Drink
1861,Veg Sandwich
1862,Masala Dosa
1862,Tea
1863,Vada Pav
1863,Cold Drink
1864,Idli
1865,Tea
1866,Vada Pav
1866,Cold Drink
1867,Idli
1867,Tea
1868,Masala Dosa
1869,Masala Dosa
1870,Cold Drink
1871,Tea
1872,Vada Pav
1873,Vada Pav
1873,Cold Drink
1874,Samosa
1874,Tea
1875,Vada Pav
1876,Tea
1877,Veg Thali
1878,Veg Thali
1878,Masala Dosa
1879,Samosa
1879,Tea
1879,Idli
1880,Idli
1880,Tea
1881,Masala Dosa
1881,Tea
1882,Veg Sandwich
1882,Cold Drink
1883,Coffee
1883,Idli
1884,Coffee
1885,Pav Bhaji
1885,Cold Drink
1886,Coffee
1886,Masala Dosa
1887,Masala Dosa
1887,Tea
1888,Veg Sandwich
1889,Masala Dosa
1890,Masala Dosa
1890,Tea
1891,Coffee
1892,Coffee
1893,Coffee
1894,Tea
1895,Veg Sandwich
1895,Cold Drink
1896,Pav Bhaji
1896,Cold Drink
1897,Idli
1897,Tea
1898,Veg Sandwich
1898,Cold Drink
1899,Veg Sandwich
1900,Cold Drink
1901,Veg Sandwich
1901,Cold Drink
1902,Veg Sandwich
1902,Cold Drink
1903,Veg Thali
1904,Veg Thali
1905,Tea
1906,Veg Sandwich
1907,Coffee
1908,Coffee
1908,Cold Drink
1909,Samosa
1909,Tea
1910,Cold Drink
1910,Tea
1911,Pav Bhaji
1911,Cold Drink
1911,Idli
1912,Masala Dosa
1912,Pav Bhaji
1913,Vada Pav
1913,Samosa
1914,Coffee
1915,Samosa
1915,Tea
1916,Cold Drink
1917,Vada Pav
1917,Cold Drink
1918,Vada Pav
1919,Vada Pav
1919,Cold Drink
1919,Veg Sandwich
1920,Tea
1921,Coffee
1922,Vada Pav
1922,Cold Drink
1922,Masala Dosa
1923,Veg Sandwich
1923,Cold Drink
1924,Coffee
1925,Coffee
1926,Veg Sandwich
1926,Cold Drink
1927,Masala Dosa
1927,Tea
1928,Tea
1929,Idli
1930,Cold Drink
1931,Cold Drink
1932,Masala Dosa
1932,Tea
1932,Pav Bhaji
1933,Veg Sandwich
1933,Cold Drink
1933,Idli
1934,Idli
1934,Tea
1935,Veg Sandwich
1935,Cold Drink
1936,Vada Pav
1937,Idli
1937,Tea
1938,Coffee
1939,Pav Bhaji
1939,Veg Thali
1940,Pav Bhaji
1940,Cold Drink
1941,Samosa
1942,Samosa
1942,Tea
1942,Veg Thali
1943,Pav Bhaji
1943,Cold Drink
1944,Masala Dosa
1944,Tea
1944,Cold Drink
1945,Samosa
1945,Tea
1946,Veg Thali
1947,Pav Bhaji
1947,Cold Drink
1948,Idli
1948,Tea
1949,Coffee
1950,Coffee
1951,Vada Pav
1952,Veg Thali
1953,Veg Sandwich
1953,Cold Drink
1954,Samosa
1955,Idli
1956,Pav Bhaji
1956,Cold Drink
1957,Masala Dosa
1957,Tea
1958,Veg Thali
1959,Samosa
1959,Tea
1960,Pav Bhaji
1961,Pav Bhaji
1961,Cold Drink
1962,Veg Sandwich
1962,Pav Bhaji
1963,Coffee
1964,Veg Sandwich
1964,Cold Drink
1965,Coffee
1966,Cold Drink
1967,Coffee
1968,Tea
1969,Veg Sandwich
1970,Pav Bhaji
1970,Idli
1971,Pav Bhaji
1972,Pav Bhaji
1972,Cold Drink
1972,Veg Sandwich
1973,Pav Bhaji
1974,Vada Pav
1974,Cold Drink
1975,Idli
1975,Tea
1976,Veg Thali
1977,Pav Bhaji
1978,Samosa
1978,Tea
1979,Coffee
1980,Veg Thali
1981,Veg Thali
1981,Pav Bhaji
1982,Veg Sandwich
1983,Coffee
1984,Coffee
1985,Vada Pav
1985,Cold Drink
1986,Cold Drink
1987,Pav Bhaji
1987,Cold Drink
1988,Cold Drink
1989,Vada Pav
1989,Cold Drink
1989,Tea
1990,Cold Drink
1990,Veg Thali
1991,Veg Sandwich
1992,Samosa
1992,Tea
1993,Samosa
1993,Tea
1994,Veg Thali
1995,Masala Dosa
1995,Tea
1995,Veg Thali
1996,Cold Drink
1997,Coffee
1998,Veg Thali
1999,Samosa
1999,Tea
2000,Cold Drink
2001,Pav Bhaji
2001,Cold Drink
2002,Veg Thali
2003,Vada Pav
2003,Cold Drink
2004,Pav Bhaji
2004,Cold Drink
2004,Veg Sandwich
2005,Coffee
2006,Veg Sandwich
2006,Cold Drink
2006,Tea
2007,Tea
2007,Idli
2008,Idli
2009,Coffee
2010,Veg Thali
2011,Masala Dosa
2012,Cold Drink
2012,Coffee
2013,Idli
2013,Tea
2014,Coffee
2014,Veg Thali
2015,Coffee
2016,Masala Dosa
2016,Tea
2017,Veg Thali
2018,Tea
2018,Pav Bhaji
2019,Pav Bhaji
2019,Cold Drink
2019,Coffee
2020,Samosa
2020,Tea
2021,Vada Pav
2021,Cold Drink
2022,Idli
2022,Tea
2022,Samosa
2023,Pav Bhaji
2023,Veg Thali
2024,Cold Drink
2025,Idli
2025,Tea
2026,Cold Drink
2026,Coffee
2027,Tea
2027,Masala Dosa
2028,Idli
2028,Tea
2029,Idli
2030,Masala Dosa
2030,Tea
2031,Idli
2032,Coffee
2033,Samosa
2033,Tea
2034,Samosa
2034,Tea
2035,Idli
2036,Coffee
2037,Veg Sandwich
2037,Cold Drink
2038,Idli
2039,Veg Sandwich
2040,Coffee
2041,Tea
2042,Coffee
2042,Pav Bhaji
2043,Veg Thali
2044,Veg Thali
2045,Tea
2046,Pav Bhaji
2047,Idli
2048,Vada Pav
2048,Cold Drink
2049,Veg Sandwich
2049,Cold Drink
2050,Pav Bhaji
2050,Cold Drink
2051,Veg Sandwich
2051,Cold Drink
2052,Tea
2053,Tea
2054,Tea
2055,Vada Pav
2055,Cold Drink
2055,Tea
2056,Pav Bhaji
2056,Vada Pav
2057,Vada Pav
2057,Cold Drink
2058,Vada Pav
2059,Tea
2060,Vada Pav
2060,Cold Drink
2061,Tea
2062,Idli
2063,Coffee
2064,Cold Drink
2065,Tea
2066,Vada Pav
2066,Cold Drink
2066,Coffee
2067,Masala Dosa
2068,Cold Drink
2069,Veg Sandwich
2070,Pav Bhaji
2070,Cold Drink
2071,Samosa
2071,Tea
2072,Veg Thali
2073,Samosa
2073,Tea
2074,Masala Dosa
2074,Tea
2075,Samosa
2075,Tea
2076,Idli
2076,Tea
2076,Pav Bhaji
2077,Cold Drink
2078,Coffee
2079,Coffee
2080,Pav Bhaji
2080,Cold Drink
2081,Veg Thali
2082,Veg Sandwich
2083,Veg Thali
